Name,SWIFT,Countries,Maximum Transaction History,GoCardless account selection,Pending Transactions,Private Accounts,Business Accounts,Corporate Accounts,Institution_id,Unique aspects of bank
Sparkasse Karlsruhe ,KARSDE66XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_KARLSRUHE_KARSDE66XXX,
Sparkasse Kierspe-Meinerzhagen,WELADED1KMZ,DE,360,No,Yes,Yes,Yes,Yes,SPK_KIERSPE_MEINERZHAGEN_WELADED1KMZ,
Sparkasse Koblenz ,MALADE51KOB,DE,360,No,Yes,Yes,Yes,Yes,SPK_KOBLENZ_MALADE51KOB,
Sparkasse Korneuburg AG,SSKOAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_KORNEUBURG_AG_SSKOAT21,
Sparkasse Kraichgau,BRUSDE66XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_KRAICHGAU_BRUSDE66XXX,
Sparkasse Krefeld,SPKRDE33XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_KREFELD_SPKRDE33XXX,
"Sparkasse Kufstein, Tiroler Sparkasse von 1877",SPKUAT22,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_KUFSTEIN_TIROLER_SPARKASSE_VON_1877_SPKUAT22,
Sparkasse Kulmbach-Kronach,BYLADEM1KUB,DE,360,No,Yes,Yes,Yes,Yes,SPK_KULMBACH_KRONACH_BYLADEM1KUB,
Sparkasse KölnBonn,COLSDE33XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_KOLNBONN_COLSDE33XXX,
Sparkasse Landsberg-Dießen,BYLADEM1LLD,DE,360,No,Yes,Yes,Yes,Yes,SPK_LANDSBERG_DIESSEN_BYLADEM1LLD,
Sparkasse Landshut,BYLADEM1LAH,DE,360,No,Yes,Yes,Yes,Yes,SPK_LANDSHUT_BYLADEM1LAH,
Sparkasse Langen-Seligenstadt,HELADEF1SLS,DE,360,No,Yes,Yes,Yes,Yes,SPK_LANGEN_SELIGENSTADT_HELADEF1SLS,
Sparkasse Langenlois,SPLSAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_LANGENLOIS_SPLSAT21,
Sparkasse Laubach-Hungen,HELADEF1LAU,DE,360,No,Yes,Yes,Yes,Yes,SPK_LAUBACH_HUNGEN_HELADEF1LAU,
Sparkasse LeerWittmund,BRLADE21LER,DE,360,No,Yes,Yes,Yes,Yes,SPK_LEERWITTMUND_BRLADE21LER,
Sparkasse Lemgo,WELADED1LEM,DE,360,No,Yes,Yes,Yes,Yes,SPK_LEMGO_WELADED1LEM,
Sparkasse Leverkusen,WELADEDLLEV,DE,360,No,Yes,Yes,Yes,Yes,SPK_LEVERKUSEN_WELADEDLLEV,
Sparkasse Lörrach-Rheinfelden,SKLODE66XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_LORRACH_RHEINFELDEN_SKLODE66XXX,
Sparkasse Lüneburg,NOLADE21LBG,DE,360,No,Yes,Yes,Yes,Yes,SPK_LUNENBURG_NOLADE21LBG,
Sparkasse Mainfranken Würzburg,BYLADEM1SWU,DE,360,No,Yes,Yes,Yes,Yes,SPK_MAINFRANKEN_WURZBURG_BYLADEM1SWU,
Sparkasse Mansfeld-Südharz,NOLADE21EIL,DE,360,No,Yes,Yes,Yes,Yes,SPK_MANSFELD_SUDHARZ_NOLADE21EIL,
Sparkasse Marburg-Biedenkopf,HELADEF1MAR,DE,360,No,Yes,Yes,Yes,Yes,SPK_MARBURG_BIEDENKOPF_HELADEF1MAR,
Sparkasse Markgräflerland,SOLADES1MGL,DE,360,No,Yes,Yes,Yes,Yes,SPK_MARKGRAFLERLAND_SOLADES1MGL,
Sparkasse Mecklenburg-Nordwest,NOLADE21WIS,DE,360,No,Yes,Yes,Yes,Yes,SPK_MECKLENBURG_NORDWEST_NOLADE21WIS,
Sparkasse Mecklenburg-Schwerin,NOLADE21LWL,DE,360,No,Yes,Yes,Yes,Yes,SPK_MECKLENBURG_SCHWERIN_NOLADE21LWL,
Sparkasse Mecklenburg-Strelitz,NOLADE21MST,DE,360,No,Yes,Yes,Yes,Yes,SPK_MECKLENBURG_STRELITZ_NOLADE21MST,
Sparkasse Meißen,SOLADES1MEI,DE,360,No,Yes,Yes,Yes,Yes,SPK_MEISSEN_SOLADES1MEI,
Sparkasse Memmingen-Lindau-Mindelheim,BYLADEM1MLM,DE,360,No,Yes,Yes,Yes,Yes,SPK_MEMMINGEN_LINDAU_MINDELHEIM_BYLADEM1MLM,
Sparkasse Merzig-Wadern,MERZDE55XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_MERZIG_WADERN_MERZDE55XXX,
Sparkasse Minden-Lübbecke,WELADED1MIN,DE,360,No,Yes,Yes,Yes,Yes,SPK_MINDEN_LUBBECKE_WELADED1MIN,
Sparkasse Mittelfranken-Süd,BYLADEM1SRS,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELFRANKEN_SUD_BYLADEM1SRS,
Sparkasse Mittelholstein AG,NOLADE21RDB,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELHOLSTEIN_AG_NOLADE21RDB,
Sparkasse Mittelmosel-Eifel-Mosel-Hunsrück,MALADE51BKS,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELMOSEL_EIFEL_MOSEL_HUNSRUCK_MALADE51BKS,
Sparkasse Mittelsachsen,WELADED1FGX,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELSACHSEN_WELADED1FGX,
Sparkasse Mittelthüringen,HELADEF1WEM,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTELHURINGEN_HELADEF1WEM,
Sparkasse Mitten im Sauerland,WELADED1MES,DE,360,No,Yes,Yes,Yes,Yes,SPK_MITTEN_IM_SAUERLAND_WELADED1MES,
Sparkasse Mittersill Bank AG,SPMIAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_MITTERSILL_BANK_AG_SPMIAT21,
Sparkasse Muehlviertel-West Bank AG,SMWRAT21XXX,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_MUEHLVIERTEL_WEST_BANK_AG_SMWRAT21XXX,
Sparkasse Muldental ,SOLADES1GRM,DE,360,No,Yes,Yes,Yes,Yes,SPK_MULDENTAL_SOLADES1GRM,
Sparkasse Märkisches Sauerland Hemer - Menden,WELADED1HEM,DE,360,No,Yes,Yes,Yes,Yes,SPK_MARKISCHES_SAUERLAND_HEMER_MENDEN_WELADED1HEM,
Sparkasse Mülheim a.d. Ruhr,SPMHDE3EXXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_MULHEIM_AD_RUHR_SPMHDE3EXXX,
Sparkasse Münsterland-Ost,WELADED1MST,DE,360,No,Yes,Yes,Yes,Yes,SPK_MUNSTERLAND_OST_WELADED1MST,
Sparkasse Mürzzuschlag AG,SPMZAT21XXX,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_MURZZUSCHLAG_AG_SPMZAT21XXX,
Sparkasse Neckartal-Odenwald ,SOLADES1MOS,DE,360,No,Yes,Yes,Yes,Yes,SPK_NECKARTAL_ODENWALD_SOLADES1MOS,
Sparkasse Neu-Ulm-Illertissen,BYLADEM1NUL,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEU_ULM_ILLERTISSEN_BYLADEM1NUL,
Sparkasse Neubrandenburg-Demmin,NOLADE21NBS,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUBRANDENBURG_DEMMIN_NOLADE21NBS,
Sparkasse Neuburg-Rain,BYLADEM1NEB,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUBURG_RAIN_BYLADEM1NEB,
Sparkasse Neuhofen Bank AG,SPNKAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_NEUHOFEN_BANK_AG_SPNKAT21,
Sparkasse Neumarkt i.d.OPf.-Parsberg ,BYLADEM1NMA,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUMARKT_PARSBERG_BYLADEM1NMA,
Sparkasse Neunkirchen,SALADE51NKS,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUNKIRCHEN_SALADE51NKS,
Sparkasse Neunkirchen,SPNGAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_NEUNKIRCHEN_SPNGAT21,
Sparkasse Neuss,WELADEDNXXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUSS_WELADEDNXXX,
Sparkasse Neustadt a.d. Aisch-Bad Windsheim,BYLADEM1NEA,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUSTADT_AISCH_BAD_WINDSHEIM_BYLADEM1NEA,
Sparkasse Neuwied,MALADE51NWD,DE,360,No,Yes,Yes,Yes,Yes,SPK_NEUWIED_MALADE51NWD,
Sparkasse Niederbayern-Mitte,BYLADEM1SRG,DE,360,No,Yes,Yes,Yes,Yes,SPK_NIEDERBAYERN_MITTE_BYLADEM1SRG,
Sparkasse Niederlausitz,WELADED1OSL,DE,360,No,Yes,Yes,Yes,Yes,SPK_NIEDERLAUSITZ_WELADED1OSL,
Sparkasse Niederoesterreich Mitte West Ag,SPSPAT21XXX,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_NIEDEROESTERREICH_MITTE_WEST_AG_SPSPAT21XXX,
Sparkasse Nienburg,NOLADE21NIB,DE,360,No,Yes,Yes,Yes,Yes,SPK_NIENBURG_NOLADE21NIB,
Sparkasse Nürnberg,SSKNDE77XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_NURNBERG_SSKNDE77XXX,
Sparkasse Oberhessen,HELADEF1FRI,DE,360,No,Yes,Yes,Yes,Yes,SPK_OBERHESSEN_HELADEF1FRI,
Sparkasse Oberland,BYLADEM1WHM,DE,360,No,Yes,Yes,Yes,Yes,SPK_OBERLAND_BYLADEM1WHM,
Sparkasse Oberlausitz-Niederschlesien,WELADED1GRL,DE,360,No,Yes,Yes,Yes,Yes,SPK_OBERLAUSITZ_NIEDERSCHLESIEN_WELADED1GRL,
Sparkasse Oberpfalz Nord,BYLADEM1WEN,DE,360,No,Yes,Yes,Yes,Yes,SPK_OBERPFALZ_NORD_BYLADEM1WEN,
Sparkasse Odenwaldkreis,HELADEF1ERB,DE,360,No,Yes,Yes,Yes,Yes,SPK_ODENWALDKREIS_HELADEF1ERB,
Sparkasse Oder-Spree,WELADED1LOS,DE,360,No,Yes,Yes,Yes,Yes,SPK_ODER_SPREE_WELADED1LOS,
Sparkasse Offenburg/Ortenau,SOLADES1OFG,DE,360,No,Yes,Yes,Yes,Yes,SPK_OFFENBURG_ORTENAU_SOLADES1OFG,
Sparkasse Olpe-Drolshagen-Wenden,WELADED1OPE,DE,360,No,Yes,Yes,Yes,Yes,SPK_OLPE_DROLSHAGEN_WENDEN_WELADED1OPE,
Sparkasse Osnabrück,NOLADE22XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_OSNABRUCK_NOLADE22XXX,
Sparkasse Osterode am Harz,NOLADE21HZB,DE,360,No,Yes,Yes,Yes,Yes,SPK_OSTERODE_AM_HARZ_NOLADE21HZB,
Sparkasse Ostprignitz-Ruppin,WELADED1OPR,DE,360,No,Yes,Yes,Yes,Yes,SPK_OSTPRIGNITZ_RUPPIN_WELADED1OPR,
Sparkasse Paderborn-Detmold,WELADE3LXXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_PADERBORN_DETMOLD_WELADE3LXXX,
Sparkasse Passau,BYLADEM1PAS,DE,360,No,Yes,Yes,Yes,Yes,SPK_PASSAU_BYLADEM1PAS,
Sparkasse Pfaffenhofen,BYLADEM1PAF,DE,360,No,Yes,Yes,Yes,Yes,SPK_PFAFFENHOFEN_BYLADEM1PAF,
Sparkasse Pforzheim Calw,PZHSDE66XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_PFORZHEIM_CALW_PZHSDE66XXX,
Sparkasse Pfullendorf-Meßkirch,SOLADES1PFD,DE,360,No,Yes,Yes,Yes,Yes,SPK_PFULLENDORF_MESSKIRCH_SOLADES1PFD,
Sparkasse Pottenstein N.Ö.,SPPOAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_POTTENSTEIN_NO_SPPOAT21,
Sparkasse Poysdorf AG,SPPDAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_POYSDORF_AG_SPPDAT21,
Sparkasse Pregarten - Unterweißenbach AG,SPPRAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_PREGARTEN_UNTERWEISSENBACH_AG_SPPRAT21,
Sparkasse Prignitz,WELADED1PRP,DE,360,No,Yes,Yes,Yes,Yes,SPK_PRIGNITZ_WELADED1PRP,
Sparkasse Pöllau AG,SPPLAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_POLLAU_AG_SPPLAT21,
Sparkasse Rastatt-Gernsbach,SOLADES1RAS,DE,360,No,Yes,Yes,Yes,Yes,SPK_RASTATT_GERNSBACH_SOLADES1RAS,
Sparkasse Rattenberg Bank AG,SPRTAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_RATTENBERG_BANK_AG_SPRTAT21,
Sparkasse Regen-Viechtach,BYLADEM1REG,DE,360,No,Yes,Yes,Yes,Yes,SPK_REGEN_VIECHTACH_BYLADEM1REG,
Sparkasse Regensburg,BYLADEM1RBG,DE,360,No,Yes,Yes,Yes,Yes,SPK_REGENSBURG_BYLADEM1RBG,
Sparkasse Reutte AG,SPREAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_REUTTE_AG_SPREAT21,
Sparkasse Rhein Neckar Nord,MANSDE66XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_RHEIN_NECKAR_NORD_MANSDE66XXX,
Sparkasse Rhein-Haardt,MALADE51DKH,DE,360,No,Yes,Yes,Yes,Yes,SPK_RHEIN_HAARDT_MALADE51DKH,
Sparkasse Rhein-Maas,WELADED1KLE,DE,360,No,Yes,Yes,Yes,Yes,SPK_RHEIN_MAAS_WELADED1KLE,
Sparkasse Rhein-Nahe,MALADE51KRE,DE,360,No,Yes,Yes,Yes,Yes,SPK_RHEIN_NAHE_MALADE51KRE,
Sparkasse Ried im Innkreis-Haag am Hausruck,SPRHAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_RIED_IM_INNKREIS_HAAG_AM_HAUSRUCK_SPRHAT21,
Sparkasse Rosenheim-Bad Aibling,BYLADEM1ROS,DE,360,No,Yes,Yes,Yes,Yes,SPK_ROSENHEIM_BAD_AIBLING_BYLADEM1ROS,
Sparkasse Rotenburg Osterholz,BRLADE21ROB,DE,360,No,Yes,Yes,Yes,Yes,SPK_ROTENBURG_OSTERHOLZ_BRLADE21ROB,
Sparkasse Rottal-Inn,BYLADEM1EGF,DE,360,No,Yes,Yes,Yes,Yes,SPK_ROTTAL_INN_BYLADEM1EGF,
Sparkasse Saarbrücken,SAKSDE55XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_SAARBRUCKEN_SAKSDE55XXX,
Sparkasse Salem-Heiligenberg,SOLADES1SAL,DE,360,No,Yes,Yes,Yes,Yes,SPK_SALEM_HEILIGENBERG_SOLADES1SAL,
Sparkasse Salzkammergut AG,SKBIAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_SALZKAMMERGUT_AG_SKBIAT21,
Sparkasse Schaumburg,NOLADE21SHG,DE,360,No,Yes,Yes,Yes,Yes,SPK_SCHAUMBURG_NOLADE21SHG,
Sparkasse Scheeßel,BRLADE21SHL,DE,360,No,Yes,Yes,Yes,Yes,SPK_SCHEESSEL_BRLADE21SHL,
Sparkasse Scheibbs AG,SPSBAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_SCHEIBBS_AG_SPSBAT21,
Sparkasse Schwarzwald-Baar,SOLADES1VSS,DE,360,No,Yes,Yes,Yes,Yes,SPK_SCHWARZWALD_BAAR_SOLADES1VSS,
Sparkasse Schwaz AG,SPSCAT22,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_SCHWAZ_AG_SPSCAT22,
Sparkasse Schweinfurt-Haßberge,BYLADEM1KSW,DE,360,No,Yes,Yes,Yes,Yes,SPK_SCHWEINFURT_HASSBERGE_BYLADEM1KSW,
Sparkasse Schwäbisch Hall-Crailsheim,SOLADES1SHA,DE,360,No,Yes,Yes,Yes,Yes,SPK_SCHWABISCH_HALL_CRAILSHEIM_SOLADES1SHA,
Sparkasse Siegen,WELADED1SIE,DE,360,No,Yes,Yes,Yes,Yes,SPK_SIEGEN_WELADED1SIE,
Sparkasse SoestWerl,WELADED1SOS,DE,360,No,Yes,Yes,Yes,Yes,SPK_SOESTWERL_WELADED1SOS,
Sparkasse Sonneberg,HELADEF1WAK,DE,360,No,No,Yes,Yes,Yes,SPK_SONNEBERG_HELADEF1WAK,
Sparkasse Spree-Neiße,WELADED1CBN,DE,360,No,Yes,Yes,Yes,Yes,SPK_SPREE_NEISSE_WELADED1CBN,
Sparkasse St.Blasien,SOLADES1STB,DE,360,No,Yes,Yes,Yes,Yes,SPK_ST_BLASIEN_SOLADES1STB,
Sparkasse Stade-Altes Land,NOLADE21STS,DE,360,No,Yes,Yes,Yes,Yes,SPK_STADE_ALTES_LAND_NOLADE21STS,
Sparkasse Starkenburg,HELADEF1HEP,DE,360,No,Yes,Yes,Yes,Yes,SPK_STARKENBURG_HELADEF1HEP,
Sparkasse Staufen-Breisach,SOLADES1STF,DE,360,No,Yes,Yes,Yes,Yes,SPK_STAUFEN_BREISACH_SOLADES1STF,
Sparkasse Suedwestpfalz,MALADE51SWP,DE,360,No,Yes,Yes,Yes,Yes,SPK_SUEDWESTPFALZ_MALADE51SWP,
Sparkasse Südholstein,NOLADE21SHO,DE,360,No,Yes,Yes,Yes,Yes,SPK_SUDHOLSTEIN_NOLADE21SHO,
Sparkasse Südpfalz,SOLADES1SUW,DE,360,No,Yes,Yes,Yes,Yes,SPK_SUDPFALZ_SOLADES1SUW,
Sparkasse Tauberfranken,SOLADES1TBB,DE,360,No,Yes,Yes,Yes,Yes,SPK_TAUBERFRANKEN_SOLADES1TBB,
Sparkasse Trier,TRISDE55XXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_TRIER_TRISDE55XXX,
Sparkasse Uckermark,WELADED1UMP,DE,360,No,Yes,Yes,Yes,Yes,SPK_UCKERMARK_WELADED1UMP,
Sparkasse Uecker-Randow ,NOLADE21PSW,DE,360,No,Yes,Yes,Yes,Yes,SPK_UECKER_RANDOW_NOLADE21PSW,
Sparkasse Uelzen Lüchow-Dannenberg,NOLADE21UEL,DE,360,No,Yes,Yes,Yes,Yes,SPK_UELZEN_LUCHOW_DANNENBERG_NOLADE21UEL,
Sparkasse Ulm,SOLADES1ULM,DE,360,No,Yes,Yes,Yes,Yes,SPK_ULM_SOLADES1ULM,
Sparkasse UnnaKamen,WELADED1UNN,DE,360,No,Yes,Yes,Yes,Yes,SPK_UNNAKAMEN_WELADED1UNN,
Sparkasse Unstrut-Hainich,HELADEF1MUE,DE,360,No,Yes,Yes,Yes,Yes,SPK_UNSTRUT_HAINICH_HELADEF1MUE,
Sparkasse Vest Recklinghausen,WELADED1REK,DE,360,No,Yes,Yes,Yes,Yes,SPK_VEST_RECKLINGHAUSEN_WELADED1REK,
Sparkasse Vogtland,WELADED1PLX,DE,360,No,Yes,Yes,Yes,Yes,SPK_VOGTLAND_WELADED1PLX,
Sparkasse Voitsberg-Köflach Bankaktiengesellschaft,SPVOAT21XXX,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_VOITSBERG_KOEFLACH_BANKAKTIENGESELLSCHAFT_SPVOAT21XXX,
Sparkasse Vorderpfalz,LUHSDE6AXXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_VORDERPFALZ_LUHSDE6AXXX,
Sparkasse Vorpommern,NOLADE21GRW,DE,360,No,Yes,Yes,Yes,Yes,SPK_VORPOMMERN_NOLADE21GRW,
Sparkasse Waldeck-Frankenberg,HELADEF1KOR,DE,360,No,Yes,Yes,Yes,Yes,SPK_WALDECK_FRANKENBURG_HELADEF1KOR,
Sparkasse Werra-Meißner,HELADEF1ESW,DE,360,No,Yes,Yes,Yes,Yes,SPK_WERRA_MEISSNER_HELADEF1ESW,
Sparkasse Westerwald-Sieg,MALADE51AKI,DE,360,No,Yes,Yes,Yes,Yes,SPK_WESTERWALD_SIEG_MALADE51AKI,
Sparkasse Westholstein,NOLADE21WHO,DE,360,No,Yes,Yes,Yes,Yes,SPK_WESTHOLSTEIN_NOLADE21WHO,
Sparkasse Westmünsterland,WELADE3WXXX,DE,360,No,Yes,Yes,Yes,Yes,SPK_WESTMUNSTERLAND_WELADE3WXXX,
Sparkasse Wetzlar,HELADEF1WET,DE,360,No,Yes,Yes,Yes,Yes,SPK_WETZLAR_HELADEF1WET,
Sparkasse Wiesental,SOLADES1SFH,DE,360,No,Yes,Yes,Yes,Yes,SPK_WIESENTAL_SOLADES1SFH,
Sparkasse Wilhelmshaven,BRLADE21WHV,DE,360,No,Yes,Yes,Yes,Yes,SPK_WILHELMSHAVEN_BRLADE21WHV,
Sparkasse Witten,WELADED1WTN,DE,360,No,Yes,Yes,Yes,Yes,SPK_WITTEN_WELADED1WTN,
Sparkasse Wittenberg,NOLADE21WBL,DE,360,No,Yes,Yes,Yes,Yes,SPK_WITTENBERG_NOLADE21WBL,
Sparkasse Wittgenstein,WELADED1BEB,DE,360,No,Yes,Yes,Yes,Yes,SPK_WITTGENSTEIN_WELADED1BEB,
Sparkasse Wolfach,SOLADES1WOF,DE,360,No,Yes,Yes,Yes,Yes,SPK_WOLFACH_SOLADES1WOF,
Sparkasse Worms-Alzey-Ried,MALADE51WOR,DE,360,No,Yes,Yes,Yes,Yes,SPK_WORMS_ALZEY_RIED_MALADE51WOR,
Sparkasse Zollernalb,SOLADES1BAL,DE,360,No,Yes,Yes,Yes,Yes,SPK_ZOLLERNALB_SOLADES1BAL,
Sparkasse Zwickau,WELADED1ZWI,DE,360,No,Yes,Yes,Yes,Yes,SPK_ZWICKAU_WELADED1ZWI,
Sparkasse am Niederrhein,WELADED1MOR,DE,360,No,Yes,Yes,Yes,Yes,SPK_AM_NIEDERRHEIN_WELADED1MOR,
Sparkasse an der Lippe,WELADED1LUN,DE,360,No,Yes,Yes,Yes,Yes,SPARKASSE_AN_DER_LIPPE_WELADED1LUN,
Sparkasse der Gemeinde Egg,SPEGAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_DER_GEMEINDE_EGG_SPEGAT21,
Sparkasse der Stadt Amstetten AG,SPAMAT21,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_DER_STADT_AMSTETTEN_AG_SPAMAT21,
Sparkasse der Stadt Feldkirch,SPFKAT2B,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_DER_STADT_FELDKIRCH_SPFKAT2B,
Sparkasse der Stadt Kitzbühel,SPKIAT2K,AT,730,No,No,Yes,Yes,Yes,SPARKASSE_DER_STADT_KITZBUHEL_SPKIAT2K,
Sparkasse im Landkreis Cham,BYLADEM1CHM,DE,360,No,Yes,Yes,Yes,Yes,SPK_IM_LANDKREIS_CHAM_BYLADEM1CHM,
Sparkasse im Landkreis Cham Iserlohn,WELADED1ISL,DE,360,No,Yes,Yes,Yes,Yes,SPK_ISERLOHN_WELADED1ISL,
Sparkasse im Landkreis Schwandorf,BYLADEM1SAD,DE,360,No,Yes,Yes,Yes,Yes,SPK_IM_LANDKREIS_SCHWANDORF_BYLADEM1SAD,
Sparkasse zu Lübeck AG,NOLADE21SPL,DE,360,No,Yes,Yes,Yes,Yes,SPK_ZU_LUBECK_AG_NOLADE21SPL,
Sparkasse Celle-Gifhorn-Wolfsburg,NOLADE21GFW,DE,360,No,Yes,Yes,Yes,Yes,SPK_CELLE_GIFHORN_WOLFSBURG_NOLADE21GFW,
Spreewaldbank,GENODEF1LN1,DE,400,Yes,No,Yes,Yes,Yes,SPREEWALDBANK_GENODEF1LN1,
St. Galler Kantonalbank,GAKDDEM1XXX,DE,400,Yes,No,Yes,Yes,Yes,ST_GALLER_KANTONALBANK_DEUTSCHLAND_GAKDDEM1XXX,
Stadil Sparekasse,SSPKDK21,DK,720,Yes,No,Yes,Yes,Yes,STADIL_SPAREKASSE_SSPKDK21,
Stadsbygd Sparebank,STADNO21,NO,720,Yes,No,Yes,Yes,Yes,STADSBYGD_SPAREBANK_STADNO21,
Stadt- und Kreissparkasse Leipzig ,WELADE8LXXX,DE,360,No,Yes,Yes,Yes,Yes,STADT_KREISSPARKASSE_LEIPZIG_WELADE8LXXX,
Stadtsparkasse Augsburg,AUGSDE77XXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_AUGSBURG_AUGSDE77XXX,
Stadtsparkasse Bad Pyrmont,NOLADE21PMT,DE,360,No,Yes,Yes,Yes,Yes,SSK_BAD_PYRMONT_NOLADE21PMT,
Stadtsparkasse Barsinghausen,NOLADE21BAH,DE,360,No,Yes,Yes,Yes,Yes,SSK_BARSINGHAUSEN_NOLADE21BAH,
Stadtsparkasse Bocholt,WELADED1BOH,DE,360,No,Yes,Yes,Yes,Yes,SSK_BOCHOLT_WELADED1BOH,
Stadtsparkasse Burgdorf,NOLADE21BUF,DE,360,No,Yes,Yes,Yes,Yes,SSK_BURGDORF_NOLADE21BUF,
Stadtsparkasse Cuxhaven,BRLADE21CUX,DE,360,No,Yes,Yes,Yes,Yes,SSK_CUXHAVEN_BRLADE21CUX,
Stadtsparkasse Dessau,NOLADE21DES,DE,360,No,Yes,Yes,Yes,Yes,SSK_DESSAU_NOLADE21DES,
Stadtsparkasse Düsseldorf,DUSSDEDDXXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_DUSSELDORF_DUSSDEDDXXX,
Stadtsparkasse Grebenstein,HELADEF1GRE,DE,360,No,Yes,Yes,Yes,Yes,SSK_GREBENSTEIN_HELADEF1GRE,
Stadtsparkasse Haan (Rheinland),WELADED1HAA,DE,360,No,Yes,Yes,Yes,Yes,SSK_HAAN_RHEINLAND_WELADED1HAA,
Stadtsparkasse Langenfeld (Rheinland),WELADED1LAF,DE,360,No,Yes,Yes,Yes,Yes,SSK_LANGENFELD_RHEINLAND_WELADED1LAF,
Stadtsparkasse Lengerich ,WELADED1LEN,DE,360,No,Yes,Yes,Yes,Yes,SSK_LENGERICH_WELADED1LEN,
Stadtsparkasse Magdeburg,NOLADE21MDG,DE,360,No,Yes,Yes,Yes,Yes,SSK_MAGDEBURG_NOLADE21MDG,
Stadtsparkasse Mönchengladbach,MGLSDE33XXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_MONCHENGLADBACH_MGLSDE33XXX,
Stadtsparkasse München,SSKMDEMMXXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_MUNCHEN_SSKMDEMMXXX,
Stadtsparkasse Oberhausen,WELADED1OBH,DE,360,No,Yes,Yes,Yes,Yes,SSK_OBERHAUSEN_WELADED1OBH,
Stadtsparkasse Offenbach,HELADEF1OFF,DE,360,No,Yes,Yes,Yes,Yes,SSK_OFFENBACH_HELADEF1OFF,
Stadtsparkasse Rahden,WELADED1RHD,DE,360,No,Yes,Yes,Yes,Yes,SSK_RAHDEN_WELADED1RHD,
Stadtsparkasse Remscheid,WELADEDRXXX,DE,360,No,Yes,Yes,Yes,Yes,SSK_REMSCHEID_WELADEDRXXX,
Stadtsparkasse Rheine,WELADED1RHN,DE,360,No,Yes,Yes,Yes,Yes,SSK_RHEINE_WELADED1RHN,
Stadtsparkasse Schwalmstadt,HELADEF1SWA,DE,360,No,Yes,Yes,Yes,Yes,SSK_SCHWALMSTADT_HELADEF1SWA,
Stadtsparkasse Schwedt,WELADED1UMX,DE,360,No,Yes,Yes,Yes,Yes,SSK_SCHWEDT_WELADED1UMX,
Stadtsparkasse Schwelm,WELADED1SLM,DE,360,No,Yes,Yes,Yes,Yes,SSK_SCHWELM_WELADED1SLM,
